timestamp,action,username,ticket,symbol,order_type,strategy,timeframe,open_price,close_price,sl,tp,pnl,net_pnl,result,roi_percent,duration_candles,reason
2026-06-30T10:12:53.720927+00:00,CLOSE,8548490083,53865466,GBPUSD,SELL,pulse,M15,1.32334,1.32317,1.3240371428571427,1.3222942857142856,0.85,0.35,PROFIT,0.03,59,"Time Exit (60 candles, PnL: $0.85)"
2026-06-30T10:12:54.079042+00:00,CLOSE,8548490083,31801554,GBPUSD,SELL,pulse,M1,1.32334,1.32317,1.32334,1.3230892857142857,0.85,0.35,PROFIT,0.03,59,"Time Exit (60 candles, PnL: $0.85)"
2026-06-30T10:12:58.534514+00:00,OPEN,8548490083,26389403,GBPUSD,SELL,pulse,M5,1.3231600000000001,,1.3235478571428572,1.3225782142857143,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:18:38.560667+00:00,CLOSE,8548490083,26389403,GBPUSD,SELL,pulse,M5,1.3231600000000001,1.3235700000000001,1.3235478571428572,1.3225782142857143,-2.05,-2.55,LOSS,-0.25,29,SL Hit
2026-06-30T10:18:47.875215+00:00,OPEN,8548490083,28342736,EURUSD,BUY,pulse,M1,1.13965,,1.1395064285714285,1.139840357142857,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:18:48.065670+00:00,OPEN,8548490083,84656895,EURUSD,BUY,pulse,M15,1.13965,,1.138977857142857,1.1406332142857143,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:19:13.034208+00:00,CLOSE,8548490083,28342736,EURUSD,BUY,pulse,M1,1.13965,1.13951,1.1395064285714285,1.139840357142857,-0.7,-1.2,LOSS,-0.12,2,Trend Reversal (SELL signal)
2026-06-30T10:20:06.996558+00:00,OPEN,8548490083,64974123,GBPUSD,SELL,pulse,M15,1.3234,,1.3240942857142857,1.3223585714285715,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:27:23.135512+00:00,CLOSE,8548490083,84656895,EURUSD,BUY,pulse,M15,1.13965,1.13949,1.138977857142857,1.1406332142857143,-0.8,-1.3,LOSS,-0.13,59,"Time Exit (60 candles, PnL: $-0.80)"
2026-06-30T10:28:11.492175+00:00,CLOSE,8548490083,64974123,GBPUSD,SELL,pulse,M15,1.3234,1.3235700000000001,1.3240942857142857,1.3223585714285715,-0.85,-1.35,LOSS,-0.14,59,"Time Exit (60 candles, PnL: $-0.85)"
2026-06-30T10:37:44.331703+00:00,OPEN,8548490083,36153897,EURUSD,BUY,pulse,M15,1.13979,,1.1390742857142855,1.1407885714285713,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:38:23.862672+00:00,OPEN,8548490083,52315370,XAUEUR,SELL,pulse,M1,3531.22,,3532.3792857142853,3529.4810714285713,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:38:30.286581+00:00,CLOSE,8548490083,52315370,XAUEUR,SELL,pulse,M1,3531.22,3535.51,3532.3792857142853,3529.4810714285713,-21.45,-21.95,LOSS,-2.2,0,SL Hit
2026-06-30T10:39:05.525896+00:00,OPEN,8548490083,88867312,XAUEUR,SELL,pulse,M1,3531.56,,3532.6664285714282,3529.900357142857,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:39:06.107868+00:00,OPEN,8548490083,95783361,GBPUSD,BUY,pulse,M30,1.32396,,1.3231000000000002,1.32525,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:39:12.014655+00:00,CLOSE,8548490083,88867312,XAUEUR,SELL,pulse,M1,3531.56,3535.68,3532.6664285714282,3529.900357142857,-20.6,-21.1,LOSS,-2.11,0,SL Hit
2026-06-30T10:42:43.969165+00:00,OPEN,8548490083,9351996724,XAUEUR,BUY,pulse,M1,3536.67,,3531.4164285714282,3534.100357142857,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:43:29.046812+00:00,CLOSE,8548490083,9351996724,XAUEUR,BUY,pulse,M1,3536.67,3531.13,3531.4164285714282,3534.100357142857,-27.7,-28.2,LOSS,-2.82,5,SL Hit
2026-06-30T10:43:31.408208+00:00,OPEN,8548490083,56642180,XAUEUR,SELL,pulse,M1,3531.17,,3532.2985714285714,3529.477142857143,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:43:38.106901+00:00,CLOSE,8548490083,56642180,XAUEUR,SELL,pulse,M1,3531.17,3535.93,3532.2985714285714,3529.477142857143,-23.8,-24.3,LOSS,-2.43,0,SL Hit
2026-06-30T10:45:05.723904+00:00,OPEN,8548490083,51795075,XAUEUR,SELL,pulse,M1,3531.44,,3532.5264285714284,3529.8103571428574,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:45:14.774777+00:00,CLOSE,8548490083,51795075,XAUEUR,SELL,pulse,M1,3531.44,3535.36,3532.5264285714284,3529.8103571428574,-19.6,-20.1,LOSS,-2.01,0,SL Hit
2026-06-30T10:46:11.691255+00:00,CLOSE,8548490083,36153897,EURUSD,BUY,pulse,M15,1.13979,1.13984,1.1390742857142855,1.1407885714285713,0.25,-0.25,LOSS,-0.03,59,"Time Exit (60 candles, PnL: $0.25)"
2026-06-30T10:48:01.392655+00:00,CLOSE,8548490083,95783361,GBPUSD,BUY,pulse,M30,1.32396,1.32335,1.3231000000000002,1.32525,-3.05,-3.55,LOSS,-0.35,59,"Time Exit (60 candles, PnL: $-3.05)"
2026-06-30T10:54:53.239723+00:00,OPEN,8548490083,16486712,GBPUSD,BUY,pulse,M1,1.32355,,1.3233907142857142,1.3237889285714286,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T10:57:30.961096+00:00,CLOSE,8548490083,16486712,GBPUSD,BUY,pulse,M1,1.32355,1.32337,1.3233907142857142,1.3237889285714286,-0.9,-1.4,LOSS,-0.14,14,SL Hit
2026-06-30T11:02:01.935003+00:00,OPEN,8548490083,44137513,GBPUSD,SELL,pulse,M1,1.32343,,1.3236,1.3231750000000002,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T11:05:49.765582+00:00,CLOSE,8548490083,44137513,GBPUSD,SELL,pulse,M1,1.32343,1.32349,1.3236,1.3231750000000002,-0.3,-0.8,LOSS,-0.08,24,Trend Reversal (BUY signal)
2026-06-30T11:05:54.342929+00:00,OPEN,8548490083,78794536,GBPUSD,BUY,pulse,M1,1.3235000000000001,,1.3232707142857143,1.3238189285714288,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T11:08:26.219904+00:00,CLOSE,8548490083,78794536,GBPUSD,BUY,pulse,M1,1.3235000000000001,1.3232599999999999,1.3232707142857143,1.3238189285714288,-1.2,-1.7,LOSS,-0.17,14,SL Hit
2026-06-30T11:44:15.495669+00:00,OPEN,8548490083,54577632,GBPUSD,BUY,pulse,M1,1.3223,,1.3213528571428572,1.3236707142857145,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T12:01:38.620233+00:00,CLOSE,8548490083,54577632,GBPUSD,BUY,pulse,M1,1.3223,1.32236,1.3224271428571428,1.3236707142857145,0.3,-0.2,LOSS,-0.02,79,SL Hit
2026-06-30T12:02:01.662128+00:00,OPEN,8548490083,72784776,GBPUSD,SELL,pulse,M1,1.32234,,1.3228378571428572,1.3215932142857145,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T12:04:58.053382+00:00,CLOSE,8548490083,72784776,GBPUSD,SELL,pulse,M1,1.32234,1.32226,1.322252142857143,1.3215932142857145,0.4,-0.09999999999999998,LOSS,-0.01,18,SL Hit
2026-06-30T12:10:03.714019+00:00,OPEN,8548490083,9353548029,XAUUSD,SELL,pulse,M5,4027.83,,4036.4139285714286,4016.579107142857,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T12:18:34.675998+00:00,CLOSE,8548490083,9353548029,XAUUSD,SELL,pulse,M5,4027.83,4025.39,4036.4139285714286,4016.579107142857,12.2,11.7,PROFIT,1.17,59,"Time Exit (60 candles, PnL: $12.20)"
2026-06-30T12:30:03.963087+00:00,OPEN,8548490083,9354046951,XAUUSD,SELL,pulse,M15,4016.93,,4040.44,3981.2900000000004,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T12:37:57.270369+00:00,CLOSE,8548490083,9354046951,XAUUSD,SELL,pulse,M15,4016.93,4014.91,4040.44,3981.2900000000004,10.1,9.6,PROFIT,0.96,59,"Time Exit (60 candles, PnL: $10.15)"
2026-06-30T13:15:02.532296+00:00,OPEN,8548490083,9355233248,XAUUSD,BUY,pulse,M5,4023.67,,4006.0910714285715,4049.9133928571428,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T13:23:21.339392+00:00,CLOSE,8548490083,9355233248,XAUUSD,BUY,pulse,M5,4023.67,4025.59,4026.2689285714287,4049.9133928571428,9.6,9.1,PROFIT,0.91,18,SL Hit
2026-06-30T16:49:20.278636+00:00,CLOSE,8548490083,38500584,XAUUSD,BUY,pulse,M5,4031.86,4031.91,4025.6507142857145,4040.8489285714286,0.25,-0.25,LOSS,-0.03,59,"Time Exit (60 candles, PnL: $0.25)"
2026-06-30T16:49:22.062234+00:00,OPEN,8548490083,9360826261,XAUUSD,BUY,pulse,M5,4032.01,,4025.572142857143,4041.3167857142853,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T17:42:56.102877+00:00,OPEN,8548490083,53495158,XAUUSD,BUY,pulse,M5,4029.66,,4019.7460714285717,4044.205892857143,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T17:49:47.453822+00:00,CLOSE,8548490083,53495158,XAUUSD,BUY,pulse,M5,4029.66,4030.25,4019.7460714285717,4044.205892857143,2.95,2.45,PROFIT,0.25,59,"Time Exit (60 candles, PnL: $2.95)"
2026-06-30T18:05:04.070494+00:00,OPEN,8548490083,98125604,XAUUSD,BUY,pulse,M15,4032.41,,4017.5835714285713,4054.3246428571438,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T18:11:55.354730+00:00,CLOSE,8548490083,98125604,XAUUSD,BUY,pulse,M15,4032.41,4032.56,4017.5835714285713,4054.3246428571438,0.75,0.25,PROFIT,0.03,59,"Time Exit (60 candles, PnL: $0.75)"
2026-06-30T18:40:30.708230+00:00,OPEN,8548490083,47557615,XAUUSD,SELL,pulse,M5,4029.36,,4033.995,4022.4075000000003,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T18:47:22.710936+00:00,CLOSE,8548490083,47557615,XAUUSD,SELL,pulse,M5,4029.36,4029.47,4033.995,4022.4075000000003,-0.55,-1.05,LOSS,-0.11,59,"Time Exit (60 candles, PnL: $-0.55)"
2026-06-30T18:47:23.642412+00:00,OPEN,8548490083,15144802,XAUUSD,SELL,pulse,M5,4029.29,,4033.4382142857144,4023.0676785714286,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T18:54:15.724344+00:00,CLOSE,8548490083,15144802,XAUUSD,SELL,pulse,M5,4029.29,4031.01,4033.4382142857144,4023.0676785714286,-8.6,-9.1,LOSS,-0.91,59,"Time Exit (60 candles, PnL: $-8.60)"
2026-06-30T18:59:18.395316+00:00,OPEN,8548490083,20502502,XAUUSD,SELL,pulse,M5,4028.99,,4033.6114285714284,4022.057857142857,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T18:59:18.438107+00:00,OPEN,8548490083,20569854,XAUUSD,SELL,pulse,M15,4028.99,,4036.164285714286,4018.2285714285704,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T19:06:09.977485+00:00,CLOSE,8548490083,20502502,XAUUSD,SELL,pulse,M5,4028.99,4026.28,4028.8599999999997,4022.057857142857,13.55,13.05,PROFIT,1.31,59,"Time Exit (60 candles, PnL: $13.55)"
2026-06-30T19:06:10.011188+00:00,CLOSE,8548490083,20569854,XAUUSD,SELL,pulse,M15,4028.99,4026.28,4036.164285714286,4018.2285714285704,13.55,13.05,PROFIT,1.31,59,"Time Exit (60 candles, PnL: $13.55)"
2026-06-30T22:00:07.361102+00:00,OPEN,8548490083,72925410,XAUUSD,SELL,pulse,H1,4009.64,,4042.218214285714,3960.7726785714285,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T22:07:00.489638+00:00,CLOSE,8548490083,72925410,XAUUSD,SELL,pulse,H1,4009.64,4015.78,4042.218214285714,3960.7726785714285,-30.7,-31.2,LOSS,-3.12,59,"Time Exit (60 candles, PnL: $-30.70)"
2026-06-30T23:10:05.602600+00:00,OPEN,8548490083,90798651,XAUUSD,BUY,pulse,M5,4017.6,,4009.5810714285717,4029.253392857142,0.0,0.0,,0.0,0,Signal Entry
2026-06-30T23:16:57.681406+00:00,CLOSE,8548490083,90798651,XAUUSD,BUY,pulse,M5,4017.6,4014.9,4009.5810714285717,4029.253392857142,-13.5,-14.0,LOSS,-1.4,59,"Time Exit (60 candles, PnL: $-13.50)"
2026-07-01T02:30:50.006663+00:00,OPEN,8548490083,28005704,XAUUSD,BUY,pulse,M5,3984.11,,3969.221785714286,4005.9673214285713,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T02:37:44.046299+00:00,CLOSE,8548490083,28005704,XAUUSD,BUY,pulse,M5,3984.11,3985.78,3969.221785714286,4005.9673214285713,8.35,7.85,PROFIT,0.78,59,"Time Exit (60 candles, PnL: $8.35)"
2026-07-01T02:37:44.892967+00:00,OPEN,8548490083,14362882,XAUUSD,BUY,pulse,M5,3985.98,,3973.1075,4004.8637499999995,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T02:44:39.623185+00:00,CLOSE,8548490083,14362882,XAUUSD,BUY,pulse,M5,3985.98,3982.89,3973.1075,4004.8637499999995,-15.45,-15.95,LOSS,-1.59,59,"Time Exit (60 candles, PnL: $-15.45)"
2026-07-01T02:55:14.284957+00:00,OPEN,8548490083,23889269,XAUUSD,SELL,pulse,M5,3980.22,,3988.153214285714,3968.320178571428,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T03:02:09.646882+00:00,CLOSE,8548490083,23889269,XAUUSD,SELL,pulse,M5,3980.22,3979.4,3988.153214285714,3968.320178571428,4.1,3.5999999999999996,PROFIT,0.36,59,"Time Exit (60 candles, PnL: $4.10)"
2026-07-01T03:03:35.119218+00:00,OPEN,8548490083,41549850,XAUUSD,BUY,pulse,M5,3982.27,,3976.4367857142856,3990.969821428572,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T03:10:46.400462+00:00,CLOSE,8548490083,41549850,XAUUSD,BUY,pulse,M5,3982.27,3984.49,3976.4367857142856,3990.969821428572,11.1,10.6,PROFIT,1.06,59,"Time Exit (60 candles, PnL: $11.10)"
2026-07-01T03:30:11.491675+00:00,OPEN,8548490083,73607379,XAUUSD,SELL,pulse,M5,3980.88,,3988.825714285714,3968.9614285714288,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T03:37:04.663101+00:00,CLOSE,8548490083,73607379,XAUUSD,SELL,pulse,M5,3980.88,3978.98,3980.8,3968.9614285714288,9.5,9.0,PROFIT,0.9,59,"Time Exit (60 candles, PnL: $9.50)"
2026-07-01T04:50:04.632651+00:00,OPEN,8548490083,23152207,XAUUSD,BUY,pulse,M5,3979.99,,3970.9978571428574,3993.0532142857146,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T04:56:57.584237+00:00,CLOSE,8548490083,23152207,XAUUSD,BUY,pulse,M5,3979.99,3980.31,3970.9978571428574,3993.0532142857146,1.6,1.1,PROFIT,0.11,59,"Time Exit (60 candles, PnL: $1.60)"
2026-07-01T05:00:07.685796+00:00,OPEN,8548490083,97182514,XAUUSD,SELL,pulse,M5,3976.48,,3984.4046428571432,3964.593035714285,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T05:07:00.479265+00:00,CLOSE,8548490083,97182514,XAUUSD,SELL,pulse,M5,3976.48,3974.26,3976.35,3964.593035714285,11.1,10.6,PROFIT,1.06,59,"Time Exit (60 candles, PnL: $11.10)"
2026-07-01T05:35:02.573241+00:00,OPEN,8548490083,10760532,XAUUSD,BUY,pulse,M5,3977.5,,3968.2374999999997,3991.0687500000004,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T05:40:38.871804+00:00,CLOSE,8548490083,10760532,XAUUSD,BUY,pulse,M5,3977.5,3972.8,3968.2374999999997,3991.0687500000004,-23.5,-24.0,LOSS,-2.4,48,Smart Exit BUY: Price broke below EMA 13 support
2026-07-01T05:46:57.856651+00:00,OPEN,8548490083,90422068,XAUUSD,BUY,pulse,M5,3976.41,,3968.3792857142857,3988.131071428572,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T05:53:50.526643+00:00,CLOSE,8548490083,90422068,XAUUSD,BUY,pulse,M5,3976.41,3974.59,3968.3792857142857,3988.131071428572,-9.1,-9.6,LOSS,-0.96,59,"Time Exit (60 candles, PnL: $-9.10)"
2026-07-01T05:56:30.519280+00:00,OPEN,8548490083,50213987,XAUUSD,BUY,pulse,M5,3977.11,,3969.9185714285713,3987.5721428571433,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T06:03:24.660258+00:00,CLOSE,8548490083,50213987,XAUUSD,BUY,pulse,M5,3977.11,3976.95,3969.9185714285713,3987.5721428571433,-0.8,-1.3,LOSS,-0.13,59,"Time Exit (60 candles, PnL: $-0.80)"
2026-07-01T06:03:25.570891+00:00,OPEN,8548490083,15231488,XAUUSD,BUY,pulse,M5,3976.95,,3969.777857142857,3987.3832142857145,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T06:05:23.725348+00:00,CLOSE,8548490083,15231488,XAUUSD,BUY,pulse,M5,3976.95,3972.32,3969.777857142857,3987.3832142857145,-23.15,-23.65,LOSS,-2.36,16,Smart Exit BUY: Price broke below EMA 13 support
2026-07-01T06:53:19.157823+00:00,OPEN,8548490083,34071985,XAUUSD,BUY,pulse,M5,3972.61,,3960.982142857143,3990.051785714286,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T07:00:10.625651+00:00,CLOSE,8548490083,34071985,XAUUSD,BUY,pulse,M5,3972.61,3973.3,3960.982142857143,3990.051785714286,3.45,2.95,PROFIT,0.3,59,"Time Exit (60 candles, PnL: $3.45)"
2026-07-01T07:02:29.404835+00:00,OPEN,8548490083,82987253,XAUUSD,SELL,pulse,M5,3968.59,,3976.2946428571427,3957.0330357142866,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T07:19:03.919308+00:00,CLOSE,8548490083,82987253,XAUUSD,SELL,pulse,M5,3968.59,3966.29,3966.1453571428574,3957.0330357142866,11.5,11.0,PROFIT,1.1,143,SL Hit
2026-07-01T07:44:19.810948+00:00,OPEN,8548490083,41897839,XAUUSD,BUY,pulse,M5,3970.58,,3958.237857142857,3988.768214285714,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T07:51:40.058264+00:00,CLOSE,8548490083,41897839,XAUUSD,BUY,pulse,M5,3970.58,3972.77,3958.237857142857,3988.768214285714,10.95,10.45,PROFIT,1.04,59,"Time Exit (60 candles, PnL: $10.95)"
2026-07-01T08:00:01.809581+00:00,OPEN,8548490083,90147379,XAUUSD,BUY,pulse,M15,3975.95,,3955.755714285714,4005.9164285714296,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T08:06:56.372272+00:00,CLOSE,8548490083,90147379,XAUUSD,BUY,pulse,M15,3975.95,3972.81,3955.755714285714,4005.9164285714296,-15.7,-16.2,LOSS,-1.62,59,"Time Exit (60 candles, PnL: $-15.70)"
2026-07-01T08:15:04.377800+00:00,OPEN,8548490083,56977240,XAUUSD,BUY,pulse,M15,3974.85,,3955.8082142857143,4003.087678571428,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T08:21:57.181885+00:00,CLOSE,8548490083,56977240,XAUUSD,BUY,pulse,M15,3974.85,3981.12,3974.98,4003.087678571428,31.35,30.85,PROFIT,3.09,59,"Time Exit (60 candles, PnL: $31.35)"
2026-07-01T09:06:17.902321+00:00,OPEN,8548490083,29232627,XAUUSD,SELL,pulse,M5,3973.28,,3979.8167857142853,3963.3248214285713,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T09:13:15.218156+00:00,CLOSE,8548490083,29232627,XAUUSD,SELL,pulse,M5,3973.28,3976.1,3979.8167857142853,3963.3248214285713,-14.1,-14.6,LOSS,-1.46,59,"Time Exit (60 candles, PnL: $-14.10)"
2026-07-01T11:00:17.145824+00:00,OPEN,8548490083,72554877,XAUUSD,BUY,pulse,H1,3999.84,,3952.6875,4070.24375,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T11:07:12.893580+00:00,CLOSE,8548490083,72554877,XAUUSD,BUY,pulse,H1,3999.84,4008.86,3952.6875,4070.24375,45.1,44.6,PROFIT,4.46,59,"Time Exit (60 candles, PnL: $45.10)"
2026-07-01T11:33:10.359340+00:00,OPEN,8548490083,27084198,XAUUSD,BUY,pulse,H1,4025.73,,3951.678214285714,4136.482678571429,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T11:44:24.836834+00:00,CLOSE,8548490083,27084198,XAUUSD,BUY,pulse,H1,4025.73,4030.0,3951.678214285714,4136.482678571429,21.35,20.85,PROFIT,2.08,52,Manual Close
2026-07-01T11:52:54.065655+00:00,OPEN,8548490083,35383924,XAUUSD,BUY,pulse,H1,4034.49,,3951.4239285714284,4158.764107142858,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:21.484375+00:00,OPEN,8548490083,10753162,EURUSD,SELL,soul,M15,1.13863,,1.1391664285714287,1.137557142857143,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:23.085216+00:00,OPEN,8548490083,13707448,EURUSD,SELL,spirit,M15,1.13862,,1.1391664285714287,1.137557142857143,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:25.116408+00:00,OPEN,8548490083,74381968,XAUEUR,BUY,soul,H1,3536.36,,3518.3907142857142,3559.698571428571,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:27.694396+00:00,OPEN,8548490083,59133773,XAUEUR,BUY,spirit,H1,3536.35,,3518.4207142857144,3559.7285714285713,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:30.756815+00:00,OPEN,8548490083,65085428,GBPUSD,BUY,soul,H1,1.3241399999999999,,1.3230971428571427,1.3261957142857144,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:32.681128+00:00,OPEN,8548490083,14539539,GBPUSD,SELL,soul,M30,1.32412,,1.32515,1.32209,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:33.298753+00:00,OPEN,8548490083,66649649,GBPUSD,BUY,spirit,H1,1.3241399999999999,,1.3230971428571427,1.3261957142857144,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:04:34.496552+00:00,OPEN,8548490083,55274127,GBPUSD,SELL,spirit,M30,1.32413,,1.32515,1.32209,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:06:36.687241+00:00,CLOSE,8548490083,35383924,XAUUSD,BUY,pulse,H1,4034.49,4023.43,3951.4239285714284,4158.764107142858,-55.3,-55.8,LOSS,-5.58,59,"Time Exit (60 candles, PnL: $-55.30)"
2026-07-01T12:06:42.798693+00:00,OPEN,8548490083,62826536,XAUUSD,BUY,pulse,H1,4023.76,,3951.4239285714284,4149.114107142857,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:06:43.579875+00:00,OPEN,8548490083,47848359,XAUUSD,BUY,spirit,H1,4023.69,,4007.197857142857,4056.284285714286,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:06:46.557988+00:00,OPEN,8548490083,53870618,XAUUSD,SELL,spirit,H4,4023.69,,4062.4371428571426,3946.045714285714,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:06:47.194509+00:00,OPEN,8548490083,49282617,XAUUSD,BUY,soul,H1,4023.74,,4007.1878571428574,4056.274285714286,0.0,0.0,,0.0,0,Signal Entry
2026-07-01T12:06:56.660821+00:00,CLOSE,8548490083,66649649,GBPUSD,BUY,spirit,H1,1.3241399999999999,1.3238699999999999,1.3230971428571427,1.3261957142857144,-1.35,-1.85,LOSS,-0.18,12,Smart Exit BUY: Price broke below EMA 50 (1.32)
2026-07-01T12:15:16.176759+00:00,CLOSE,8548490083,13707448,EURUSD,SELL,spirit,M15,1.13862,1.13868,1.13862,1.137557142857143,-0.3,-0.8,LOSS,-0.08,52,SL Hit
2026-07-01T12:16:30.376812+00:00,CLOSE,8548490083,10753162,EURUSD,SELL,soul,M15,1.13863,1.13862,1.13863,1.137557142857143,0.05,-0.45,LOSS,-0.04,59,"Time Exit (60 candles, PnL: $0.05)"
2026-07-01T12:16:30.710748+00:00,CLOSE,8548490083,74381968,XAUEUR,BUY,soul,H1,3536.36,3534.04,3518.3907142857142,3559.698571428571,-11.6,-12.1,LOSS,-1.21,59,"Time Exit (60 candles, PnL: $-11.60)"
2026-07-01T12:16:31.294459+00:00,CLOSE,8548490083,59133773,XAUEUR,BUY,spirit,H1,3536.35,3534.09,3518.4207142857144,3965.922499999997,-11.3,-11.8,LOSS,-1.18,59,"Time Exit (60 candles, PnL: $-11.30)"
